Ensembl Gene ID,Gene Start (bp),Gene End (bp),Strand,Chromosome Name,Associated Gene Name,Description
ENSG00000234280,32209049,32287940,-1,HSCHR6_MHC_COX,C6orf10,chromosome 6 open reading frame 10 [Source:HGNC Symbol;Acc:13922]
ENSG00000187180,152647771,152649050,1,1,LCE2C,late cornified envelope 2C [Source:HGNC Symbol;Acc:29460]
ENSG00000204356,31919864,31926887,-1,6,NELFE,negative elongation factor complex member E [Source:HGNC Symbol;Acc:13974]
ENSG00000206043,71983048,72026422,1,18,C18orf63,chromosome 18 open reading frame 63 [Source:HGNC Symbol;Acc:40037]
ENSG00000231370,31570625,31587723,1,HSCHR6_MHC_DBB,PRRC2A,proline-rich coiled-coil 2A [Source:HGNC Symbol;Acc:13918]
ENSG00000187173,152670840,152671918,1,1,LCE2A,late cornified envelope 2A [Source:HGNC Symbol;Acc:29469]
ENSG00000128641,192109911,192290115,1,2,MYO1B,myosin IB [Source:HGNC Symbol;Acc:7596]
ENSG00000100106,38093011,38172563,1,22,TRIOBP,TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:17009]
ENSG00000147905,37120536,37358146,1,9,ZCCHC7,"zinc finger, CCHC domain containing 7 [Source:HGNC Symbol;Acc:26209]"
ENSG00000102359,99899215,99926296,1,X,SRPX2,"sushi-repeat containing protein, X-linked 2 [Source:HGNC Symbol;Acc:30668]"
ENSG00000135929,219646472,219680016,1,2,CYP27A1,"cytochrome P450, family 27, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2605]"
ENSG00000089101,20033158,20341346,1,20,C20orf26,chromosome 20 open reading frame 26 [Source:HGNC Symbol;Acc:15872]
ENSG00000187170,152680636,152681967,1,1,LCE4A,late cornified envelope 4A [Source:HGNC Symbol;Acc:16613]
ENSG00000160326,136336217,136344259,-1,9,SLC2A6,"solute carrier family 2 (facilitated glucose transporter), member 6 [Source:HGNC Symbol;Acc:11011]"
ENSG00000187773,72102963,72125179,-1,18,FAM69C,"family with sequence similarity 69, member C [Source:HGNC Symbol;Acc:31729]"
ENSG00000126756,47511197,47518560,-1,X,UXT,"ubiquitously-expressed, prefoldin-like chaperone [Source:HGNC Symbol;Acc:12641]"
ENSG00000107745,74127098,74385899,-1,10,MICU1,mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:1530]
ENSG00000137812,40886218,40956540,1,15,CASC5,cancer susceptibility candidate 5 [Source:HGNC Symbol;Acc:24054]
ENSG00000187605,74229840,74335303,1,2,TET3,tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:28313]
ENSG00000104894,49838428,49846592,1,19,CD37,CD37 molecule [Source:HGNC Symbol;Acc:1666]
ENSG00000198854,152691998,152692905,1,1,C1orf68,chromosome 1 open reading frame 68 [Source:HGNC Symbol;Acc:29468]
ENSG00000117713,27022524,27108595,1,1,ARID1A,AT rich interactive domain 1A (SWI-like) [Source:HGNC Symbol;Acc:11110]
ENSG00000162344,69513000,69519410,-1,11,FGF19,fibroblast growth factor 19 [Source:HGNC Symbol;Acc:3675]
ENSG00000163291,79808281,79860592,-1,4,PAQR3,progestin and adipoQ receptor family member III [Source:HGNC Symbol;Acc:30130]
ENSG00000162434,65298912,65432187,-1,1,JAK1,Janus kinase 1 [Source:HGNC Symbol;Acc:6190]
ENSG00000083520,73329540,73356234,-1,13,DIS3,DIS3 mitotic control homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20604]
ENSG00000073849,186648274,186796341,1,3,ST6GAL1,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 [Source:HGNC Symbol;Acc:10860]"
ENSG00000203786,152730506,152734529,1,1,KPRP,keratinocyte proline-rich protein [Source:HGNC Symbol;Acc:31823]
ENSG00000142185,45770046,45862964,1,21,TRPM2,"transient receptor potential cation channel, subfamily M, member 2 [Source:HGNC Symbol;Acc:12339]"
ENSG00000197779,47696301,47861960,1,X,ZNF81,zinc finger protein 81 [Source:HGNC Symbol;Acc:13156]
ENSG00000268351,69587254,69587718,-1,11,AP001888.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q14569]
ENSG00000043462,169673241,169725231,-1,5,LCP2,lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) [Source:HGNC Symbol;Acc:6529]
ENSG00000075388,69587797,69590171,-1,11,FGF4,fibroblast growth factor 4 [Source:HGNC Symbol;Acc:3682]
ENSG00000240386,152748848,152749445,1,1,LCE1F,late cornified envelope 1F [Source:HGNC Symbol;Acc:29467]
ENSG00000096155,31597040,31610723,-1,HSCHR6_MHC_QBL,BAG6,BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:13919]
ENSG00000100888,21853353,21924285,-1,14,CHD8,chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:20153]
ENSG00000177363,62453874,62457371,-1,11,LRRN4CL,LRRN4 C-terminal like [Source:HGNC Symbol;Acc:33724]
ENSG00000186895,69624992,69633792,-1,11,FGF3,fibroblast growth factor 3 [Source:HGNC Symbol;Acc:3681]
ENSG00000214479,83782692,83782854,1,6,AL139333.1,
ENSG00000138735,120415550,120550146,-1,4,PDE5A,"phosphodiesterase 5A, cGMP-specific [Source:HGNC Symbol;Acc:8784]"
ENSG00000186226,152758690,152760902,1,1,LCE1E,late cornified envelope 1E [Source:HGNC Symbol;Acc:29466]
ENSG00000105220,34850385,34893061,1,19,GPI,glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:4458]
ENSG00000234857,62457747,62494856,-1,11,HNRNPUL2-BSCL2,HNRNPUL2-BSCL2 readthrough [Source:HGNC Symbol;Acc:49189]
ENSG00000187616,136379708,136393734,-1,9,TMEM8C,transmembrane protein 8C [Source:HGNC Symbol;Acc:33778]
ENSG00000172155,152769227,152770657,1,1,LCE1D,late cornified envelope 1D [Source:HGNC Symbol;Acc:29465]
ENSG00000224770,32308863,32323110,-1,HSCHR6_MHC_COX,BTNL2,butyrophilin-like 2 (MHC class II associated) [Source:HGNC Symbol;Acc:1142]
ENSG00000115459,85581517,85618875,1,2,ELMOD3,ELMO/CED-12 domain containing 3 [Source:HGNC Symbol;Acc:26158]
ENSG00000147118,47834250,47863377,-1,X,ZNF182,zinc finger protein 182 [Source:HGNC Symbol;Acc:13001]
ENSG00000113924,120347020,120401418,-1,3,HGD,"homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:4892]"
ENSG00000102362,99929488,99987110,-1,X,SYTL4,synaptotagmin-like 4 [Source:HGNC Symbol;Acc:15588]
ENSG00000197084,152777311,152779107,-1,1,LCE1C,late cornified envelope 1C [Source:HGNC Symbol;Acc:29464]
ENSG00000023330,52232102,52248343,1,3,ALAS1,"aminolevulinate, delta-, synthase 1 [Source:HGNC Symbol;Acc:396]"
ENSG00000273028,50325175,50330350,-1,HG325_PATCH,IFRD2,Interferon-related developmental regulator 2  [Source:UniProtKB/Swiss-Prot;Acc:Q12894]
ENSG00000233149,30920643,30926565,1,HSCHR6_MHC_MANN,GTF2H4,"general transcription factor IIH, polypeptide 4, 52kDa [Source:HGNC Symbol;Acc:4658]"
ENSG00000156486,99439250,99445076,1,8,KCNS2,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2 [Source:HGNC Symbol;Acc:6301]"
ENSG00000196734,152784447,152785585,1,1,LCE1B,late cornified envelope 1B [Source:HGNC Symbol;Acc:16611]
ENSG00000139117,39040624,39301232,-1,12,CPNE8,copine VIII [Source:HGNC Symbol;Acc:23498]
ENSG00000189060,38201114,38203442,1,22,H1F0,"H1 histone family, member 0 [Source:HGNC Symbol;Acc:4714]"
ENSG00000186844,152799949,152800573,1,1,LCE1A,late cornified envelope 1A [Source:HGNC Symbol;Acc:29459]
ENSG00000185842,225083964,225586996,1,1,DNAH14,"dynein, axonemal, heavy chain 14 [Source:HGNC Symbol;Acc:2945]"
ENSG00000013375,83870869,83903655,-1,6,PGM3,phosphoglucomutase 3 [Source:HGNC Symbol;Acc:8907]
ENSG00000197859,136397286,136440641,1,9,ADAMTSL2,ADAMTS-like 2 [Source:HGNC Symbol;Acc:14631]
ENSG00000235942,152815344,152816459,1,1,LCE6A,late cornified envelope 6A [Source:HGNC Symbol;Acc:31824]
ENSG00000103490,31212806,31214771,-1,16,PYCARD,PYD and CARD domain containing [Source:HGNC Symbol;Acc:16608]
ENSG00000261855,50330263,50336900,-1,HG325_PATCH,HYAL3,hyaluronoglucosaminidase 3 [Source:HGNC Symbol;Acc:5322]
ENSG00000183559,124457225,124459338,-1,10,C10orf120,chromosome 10 open reading frame 120 [Source:HGNC Symbol;Acc:25707]
ENSG00000221994,47842756,47931025,-1,X,ZNF630,zinc finger protein 630 [Source:HGNC Symbol;Acc:28855]
ENSG00000164920,99956631,99964332,1,8,OSR2,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:15830]
ENSG00000163206,152850793,152857523,1,1,SMCP,sperm mitochondria-associated cysteine-rich protein [Source:HGNC Symbol;Acc:6962]
ENSG00000100116,38203912,38213183,1,22,GCAT,glycine C-acetyltransferase [Source:HGNC Symbol;Acc:4188]
ENSG00000172943,53963109,54075391,-1,X,PHF8,PHD finger protein 8 [Source:HGNC Symbol;Acc:20672]
ENSG00000133313,72163051,72188366,1,18,CNDP2,CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:HGNC Symbol;Acc:24437]
ENSG00000217702,74361599,74362521,1,2,MGC10955,
ENSG00000165685,10323141,10344400,1,12,TMEM52B,transmembrane protein 52B [Source:HGNC Symbol;Acc:26438]
ENSG00000137106,37422663,37436987,1,9,GRHPR,glyoxylate reductase/hydroxypyruvate reductase [Source:HGNC Symbol;Acc:4570]
ENSG00000164385,2622147,2634837,-1,6,C6orf195,chromosome 6 open reading frame 195 [Source:HGNC Symbol;Acc:21600]
ENSG00000163170,74362525,74375121,-1,2,BOLA3,bolA family member 3 [Source:HGNC Symbol;Acc:24415]
ENSG00000170255,18955360,18961054,-1,11,MRGPRX1,"MAS-related GPR, member X1 [Source:HGNC Symbol;Acc:17962]"
ENSG00000261359,31213206,31214773,1,16,C16orf98,chromosome 16 open reading frame 98 [Source:HGNC Symbol;Acc:45036]
ENSG00000171368,660883,693510,-1,5,TPPP,tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:24164]
ENSG00000183695,19076002,19082228,-1,11,MRGPRX2,"MAS-related GPR, member X2 [Source:HGNC Symbol;Acc:17983]"
ENSG00000267918,101295066,101295537,-1,14,AL117190.2,
ENSG00000152240,43684298,43708299,1,18,HAUS1,"HAUS augmin-like complex, subunit 1 [Source:HGNC Symbol;Acc:25174]"
ENSG00000162433,65613232,65697828,1,1,AK4,adenylate kinase 4 [Source:HGNC Symbol;Acc:363]
ENSG00000177238,31225342,31236510,1,16,TRIM72,tripartite motif containing 72 [Source:HGNC Symbol;Acc:32671]
ENSG00000254656,101346992,101351184,-1,14,RTL1,retrotransposon-like 1 [Source:HGNC Symbol;Acc:14665]
ENSG00000131620,69924408,70035634,1,11,ANO1,"anoctamin 1, calcium activated chloride channel [Source:HGNC Symbol;Acc:21625]"
ENSG00000196990,136444079,136451319,-1,9,FAM163B,"family with sequence similarity 163, member B [Source:HGNC Symbol;Acc:33277]"
ENSG00000083535,73356197,73590591,1,13,PIBF1,progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:23352]
ENSG00000269375,101359265,101360646,1,14,AL117190.3,Esophagus cancer-related gene-2 interaction susceptibility protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q8IZW4]
ENSG00000163207,152881021,152884362,1,1,IVL,involucrin [Source:HGNC Symbol;Acc:6187]
ENSG00000261871,50333834,50336853,-1,HG325_PATCH,NAT6,N-acetyltransferase 6 (GCN5-related) [Source:HGNC Symbol;Acc:30252]
ENSG00000138161,124591665,124639146,-1,10,CUZD1,CUB and zona pellucida-like domains 1 [Source:HGNC Symbol;Acc:17937]
ENSG00000171489,47863734,47869126,1,X,SPACA5,sperm acrosome associated 5 [Source:HGNC Symbol;Acc:31353]
ENSG00000214188,116593953,116738860,1,7,ST7-OT4,ST7 overlapping transcript 4 [Source:HGNC Symbol;Acc:18835]
ENSG00000156269,80146848,80247204,-1,4,NAA11,"N(alpha)-acetyltransferase 11, NatA catalytic subunit [Source:HGNC Symbol;Acc:28125]"
ENSG00000123505,111195973,111216916,1,6,AMD1,adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:457]
ENSG00000163683,39547950,39640710,-1,4,SMIM14,small integral membrane protein 14 [Source:HGNC Symbol;Acc:27321]
ENSG00000145949,2663863,2751200,-1,6,MYLK4,"myosin light chain kinase family, member 4 [Source:HGNC Symbol;Acc:27972]"
ENSG00000169900,31227283,31228680,-1,16,PYDC1,PYD (pyrin domain) containing 1 [Source:HGNC Symbol;Acc:30261]
ENSG00000139988,68168603,68201169,1,14,RDH12,retinol dehydrogenase 12 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:19977]
ENSG00000123454,136501482,136524466,1,9,DBH,dopamine beta-hydroxylase (dopamine beta-monooxygenase) [Source:HGNC Symbol;Acc:2689]
ENSG00000171478,47990039,47991995,1,X,SPACA5B,sperm acrosome associated 5B [Source:HGNC Symbol;Acc:19142]
ENSG00000196475,80327508,80329372,-1,4,GK2,glycerol kinase 2 [Source:HGNC Symbol;Acc:4291]
ENSG00000227993,32355870,32361037,1,HSCHR6_MHC_COX,HLA-DRA,"major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:4947]"
ENSG00000197406,102027688,102029789,1,14,DIO3,"deiodinase, iodothyronine, type III [Source:HGNC Symbol;Acc:2885]"
ENSG00000147262,129518319,129519511,-1,X,GPR119,G protein-coupled receptor 119 [Source:HGNC Symbol;Acc:19060]
ENSG00000128310,38219389,38221502,1,22,GALR3,galanin receptor 3 [Source:HGNC Symbol;Acc:4134]
ENSG00000177054,19138646,19197969,1,11,ZDHHC13,"zinc finger, DHHC-type containing 13 [Source:HGNC Symbol;Acc:18413]"
ENSG00000184148,152943142,152945050,1,1,SPRR4,small proline-rich protein 4 [Source:HGNC Symbol;Acc:23173]
ENSG00000168000,62457747,62477317,-1,11,BSCL2,Berardinelli-Seip congenital lipodystrophy 2 (seipin) [Source:HGNC Symbol;Acc:15832]
ENSG00000173404,20348765,20351590,1,20,INSM1,insulinoma-associated 1 [Source:HGNC Symbol;Acc:6090]
ENSG00000165583,48045656,48056199,-1,X,SSX5,"synovial sarcoma, X breakpoint 5 [Source:HGNC Symbol;Acc:11339]"
ENSG00000268885,667759,668839,1,5,AC026740.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2Q8]
ENSG00000076685,104845940,104953056,-1,10,NT5C2,"5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:8022]"
ENSG00000134597,129535943,129547317,1,X,RBMX2,"RNA binding motif protein, X-linked 2 [Source:HGNC Symbol;Acc:24282]"
ENSG00000144840,120405528,120461840,-1,3,RABL3,"RAB, member of RAS oncogene family-like 3 [Source:HGNC Symbol;Acc:18072]"
ENSG00000077454,100169855,100183776,-1,7,LRCH4,leucine-rich repeats and calponin homology (CH) domain containing 4 [Source:HGNC Symbol;Acc:6691]
ENSG00000169474,152956557,152958289,1,1,SPRR1A,small proline-rich protein 1A [Source:HGNC Symbol;Acc:11259]
ENSG00000239732,52255096,52273183,-1,3,TLR9,toll-like receptor 9 [Source:HGNC Symbol;Acc:15633]
ENSG00000078140,39699664,39784412,1,4,UBE2K,ubiquitin-conjugating enzyme E2K [Source:HGNC Symbol;Acc:4914]
ENSG00000110274,117185273,117283984,1,11,CEP164,centrosomal protein 164kDa [Source:HGNC Symbol;Acc:29182]
ENSG00000188818,710471,851101,-1,5,ZDHHC11,"zinc finger, DHHC-type containing 11 [Source:HGNC Symbol;Acc:19158]"
ENSG00000126752,48114752,48126879,1,X,SSX1,"synovial sarcoma, X breakpoint 1 [Source:HGNC Symbol;Acc:11335]"
ENSG00000169896,31271311,31344213,1,16,ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit) [Source:HGNC Symbol;Acc:6149]"
ENSG00000262208,50337321,50349813,-1,HG325_PATCH,HYAL1,hyaluronoglucosaminidase 1 [Source:HGNC Symbol;Acc:5320]
ENSG00000148426,11865338,11914276,1,10,PROSER2,proline and serine-rich protein 2 [Source:HGNC Symbol;Acc:23728]
ENSG00000163209,152974223,152976332,1,1,SPRR3,small proline-rich protein 3 [Source:HGNC Symbol;Acc:11268]
ENSG00000102554,73629114,73651676,1,13,KLF5,Kruppel-like factor 5 (intestinal) [Source:HGNC Symbol;Acc:6349]
ENSG00000136238,6414154,6443608,1,7,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) [Source:HGNC Symbol;Acc:9801]"
ENSG00000140835,71559136,71572649,1,16,CHST4,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4 [Source:HGNC Symbol;Acc:1972]
ENSG00000101608,3247479,3256234,1,18,MYL12A,"myosin, light chain 12A, regulatory, non-sarcomeric [Source:HGNC Symbol;Acc:16701]"
ENSG00000100124,38226862,38245334,-1,22,ANKRD54,ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:25185]
ENSG00000155115,111279763,111289093,1,6,GTF3C6,"general transcription factor IIIC, polypeptide 6, alpha 35kDa [Source:HGNC Symbol;Acc:20872]"
ENSG00000258512,102196774,102198859,1,14,RP11-796G6.2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3V466]
ENSG00000114978,74379655,74406025,-1,2,MOB1A,MOB kinase activator 1A [Source:HGNC Symbol;Acc:16015]
ENSG00000165584,48205863,48216142,-1,X,SSX3,"synovial sarcoma, X breakpoint 3 [Source:HGNC Symbol;Acc:11337]"
ENSG00000175203,57923885,57941114,-1,12,DCTN2,dynactin 2 (p50) [Source:HGNC Symbol;Acc:2712]
ENSG00000116675,65713902,65881552,1,1,DNAJC6,"DnaJ (Hsp40) homolog, subfamily C, member 6 [Source:HGNC Symbol;Acc:15469]"
ENSG00000179632,145159402,145162514,1,8,MAF1,MAF1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24966]
ENSG00000169469,153003678,153005376,1,1,SPRR1B,small proline-rich protein 1B [Source:HGNC Symbol;Acc:11260]
ENSG00000188559,20370196,20693131,-1,20,RALGAPA2,"Ral GTPase activating protein, alpha subunit 2 (catalytic) [Source:HGNC Symbol;Acc:16207]"
ENSG00000198650,71599563,71611033,-1,16,TAT,tyrosine aminotransferase [Source:HGNC Symbol;Acc:11573]
ENSG00000168795,37438111,37465396,-1,9,ZBTB5,zinc finger and BTB domain containing 5 [Source:HGNC Symbol;Acc:23836]
ENSG00000118922,74260226,74708394,-1,13,KLF12,Kruppel-like factor 12 [Source:HGNC Symbol;Acc:6346]
ENSG00000163216,153012201,153014407,-1,1,SPRR2D,small proline-rich protein 2D [Source:HGNC Symbol;Acc:11264]
ENSG00000033030,122957417,122985518,-1,12,ZCCHC8,"zinc finger, CCHC domain containing 8 [Source:HGNC Symbol;Acc:25265]"
ENSG00000204645,48242863,48252785,1,X,SSX4,"synovial sarcoma, X breakpoint 4 [Source:HGNC Symbol;Acc:11338]"
ENSG00000015520,44552134,44580914,-1,7,NPC1L1,NPC1-like 1 [Source:HGNC Symbol;Acc:7898]
ENSG00000231679,32411911,32425028,-1,HSCHR6_MHC_COX,HLA-DRB3$0301,"Homo sapiens major histocompatibility complex, class II, DR beta 3 (HLA-DRB3), mRNA. [Source:RefSeq mRNA;Acc:NM_022555]"
ENSG00000051180,40986972,41024354,1,15,RAD51,RAD51 recombinase [Source:HGNC Symbol;Acc:9817]
ENSG00000101811,100075384,100095921,1,X,CSTF2,"cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa [Source:HGNC Symbol;Acc:2484]"
ENSG00000177596,74987094,74993252,-1,13,AL355390.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E7EXB8]
ENSG00000241794,153028589,153030013,-1,1,SPRR2A,small proline-rich protein 2A [Source:HGNC Symbol;Acc:11261]
ENSG00000118680,3261907,3278282,1,18,MYL12B,"myosin, light chain 12B, regulatory [Source:HGNC Symbol;Acc:29827]"
ENSG00000139112,10365057,10375727,1,12,GABARAPL1,GABA(A) receptor-associated protein like 1 [Source:HGNC Symbol;Acc:4068]
ENSG00000179698,145162629,145173218,1,8,KIAA1875,KIAA1875 [Source:HGNC Symbol;Acc:26959]
ENSG00000115592,219687106,219696809,-1,2,PRKAG3,"protein kinase, AMP-activated, gamma 3 non-catalytic subunit [Source:HGNC Symbol;Acc:9387]"
ENSG00000182132,169780491,170163636,1,5,KCNIP1,Kv channel interacting protein 1 [Source:HGNC Symbol;Acc:15521]
ENSG00000140832,71660064,71676017,1,16,MARVELD3,MARVEL domain containing 3 [Source:HGNC Symbol;Acc:30525]
ENSG00000164185,121465208,121515312,1,5,ZNF474,zinc finger protein 474 [Source:HGNC Symbol;Acc:23245]
ENSG00000143815,225589204,225616627,-1,1,LBR,lamin B receptor [Source:HGNC Symbol;Acc:6518]
ENSG00000206240,32475947,32506554,-1,HSCHR6_MHC_COX,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]"
ENSG00000137054,37485932,37503694,1,9,POLR1E,"polymerase (RNA) I polypeptide E, 53kDa [Source:HGNC Symbol;Acc:17631]"
ENSG00000196805,153042700,153113927,-1,1,SPRR2B,small proline-rich protein 2B [Source:HGNC Symbol;Acc:11262]
ENSG00000198946,48261524,48271344,-1,X,SSX4B,"synovial sarcoma, X breakpoint 4B [Source:HGNC Symbol;Acc:16880]"
ENSG00000267958,74418517,74418627,1,2,CATX-2,HCG1989573; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R1U2]
ENSG00000163412,71724567,71803924,-1,3,EIF4E3,eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:31837]
ENSG00000203785,153065611,153078660,-1,1,SPRR2E,small proline-rich protein 2E [Source:HGNC Symbol;Acc:11265]
ENSG00000126562,40932696,40948954,1,17,WNK4,WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:14544]
ENSG00000157881,2439972,2458039,-1,1,PANK4,pantothenate kinase 4 [Source:HGNC Symbol;Acc:19366]
ENSG00000163297,80822303,81046608,-1,4,ANTXR2,anthrax toxin receptor 2 [Source:HGNC Symbol;Acc:21732]
ENSG00000244094,153084590,153085991,-1,1,SPRR2F,small proline-rich protein 2F [Source:HGNC Symbol;Acc:11266]
ENSG00000203691,225600404,225602040,1,1,AC092811.1,
ENSG00000123453,136528682,136605077,-1,9,SARDH,sarcosine dehydrogenase [Source:HGNC Symbol;Acc:10536]
ENSG00000065911,74425689,74444692,1,2,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:7434]"
ENSG00000159516,153122058,153123345,-1,1,SPRR2G,small proline-rich protein 2G [Source:HGNC Symbol;Acc:11267]
ENSG00000136536,160569000,160627538,1,2,MARCH7,"membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17393]"
ENSG00000168939,154997474,155012121,1,X,SPRY3,sprouty homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:11271]
ENSG00000223494,30920701,30938920,1,HSCHR6_MHC_MANN,VARS2,"Valine--tRNA ligase, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A2ABL6]"
ENSG00000203784,153175919,153177596,1,1,LELP1,late cornified envelope-like proline-rich 1 [Source:HGNC Symbol;Acc:32046]
ENSG00000100129,38244875,38285414,1,22,EIF3L,"eukaryotic translation initiation factor 3, subunit L [Source:HGNC Symbol;Acc:18138]"
ENSG00000150526,39699435,39722859,1,14,MIA2,melanoma inhibitory activity 2 [Source:HGNC Symbol;Acc:18432]
ENSG00000213339,10812106,10824113,1,19,QTRT1,queuine tRNA-ribosyltransferase 1 [Source:HGNC Symbol;Acc:23797]
ENSG00000060642,27113963,27124889,1,1,PIGV,"phosphatidylinositol glycan anchor biosynthesis, class V [Source:HGNC Symbol;Acc:26031]"
